Ano;Países;Código ISIC Classe;Descrição ISIC Classe;Valor US$ FOB;chave;atividade_cod;atividade_desc;cnae2_4cod;cnae2_cod;isic4_sec;isic4_cod; isic4_desc;cnae2_desc;brl_usd;Valor RS$ FOB
2022;Estados Unidos;2410;Fabricação de ferro e aço básicos;7267463725;241;2491;Produção de ferro-gusa/ferroligas, siderurgia e tubos de aço sem costura;2411;241;C;241;Fabricación básica de hierro y acero;Produção de ferro-gusa e de ferroligas;5.1648;37534996646.88
2022;Estados Unidos;0610;Extração de petróleo bruto;5064284191;06;0680;Extração de petróleo e gás, inclusive as atividades de apoio;0600;06;B;06;EXTRACCIÓN DE PETRÓLEO CRUDO Y GAS NATURAL;EXTRAÇÃO DE PETRÓLEO E GÁS NATURAL;5.1648;26156014989.6768
2022;Estados Unidos;3030;Fabricação de aviões e máquinas relacionadas;2393371609;30;3000;Fabricação de outros equipamentos de transporte, exceto veículos automotores;3011;30;C;30;FABRICACIÓN DE OTRO  EQUIPO DE TRANSPORTE;FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES;5.1648;12361285686.163198
2022;Estados Unidos;2011;Fabricação de produtos químicos básicos;1735064778;201;1992;Fabricação de biocombustíveis;1931;193;C;201;Fabricación de sustancias químicas básicas, de abonos y compuestos de nitrógeno y de plásticos y caucho sintético en formas primarias;Fabricação de biocombustíveis;5.1648;8961262565.4144
2022;Estados Unidos;0127;Cultivo de bebidas da safra;1727238889;012;0191;Agricultura, inclusive o apoio à agricultura e a pós-colheita;0111;011;A;012;Cultivo de plantas perennes;Produção de lavouras temporárias;5.1648;8920843413.9072
2022;Estados Unidos;1701;Fabricação de polpa, papel e cartão;1379586072;17;1700;Fabricação de celulose, papel e produtos de papel;1710;17;C;17;FABRICACIÓN DE PAPEL Y DE PRODUCTOS DE PAPEL;FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL;5.1648;7125286144.6656
2022;Estados Unidos;2824;Fabricação de máquinas para mineração, exploração de pedreiras e construção;1318215574;28;2800;Fabricação de máquinas e equipamentos mecânicos;2811;28;C;28;FABRICACIÓN DE MAQUINARIA Y EQUIPO N.C.P.;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;5.1648;6808319796.5952
2022;Estados Unidos;2420;Fabricação de metais preciosos e outros metais não ferrosos;1191742347;242;2492;Metalurgia de metais não ferosos e a fundição de metais;2441;244;C;242;Fabricación de productos primarios de metales preciosos y otros metales no ferrosos;Metalurgia dos metais não-ferrosos;5.1648;6155110873.7856
2022;Estados Unidos;1610;Serração e aplainamento de madeira;1107942117;16;1500;Fabricação de calçados e de artefatos de couro;1510;15;C;16;"PRODUCCIÓN DE MADERA Y FABRICACIÓN DE PRODUCTOS DE MADERA Y CORCHO, EXCEPTO MUEBLES; FABRICACIÓN DE ARTÍCULOS DE PAJA Y DE MATERIALES TRENZABLES";PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;5.1648;5722299445.881599
2022;Estados Unidos;1010;Processamento e conservação de carne;1104244755;101;1091;Abate e produtos de carne, inclusive os produtos do laticínio e da pesca;1011;101;C;101;Elaboración y conservación de carne;Abate e fabricação de produtos de carne;5.1648;5703203310.624
2022;Estados Unidos;2930;Fabricação de peças e acessórios para veículos automotores;792273712;293;2992;Fabricação de peças e acessórios para veículos automotores;2941;294;C;293;Fabricación de partes, piezas y accesorios para vehículos automotores;Fabricação de peças e acessórios para veículos automotores;5.1648;4091935267.7376
2022;Estados Unidos;2396;Corte, moldagem e acabamento de pedra;744443514;23;2300;Fabricação de produtos de minerais não metálicos;2311;23;C;23;FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS;5.1648;3844901861.1071997
2022;Estados Unidos;1030;Processamento e conservação de frutas e legumes;729048769;103;1093;Outros produtos alimentares;1031;103;C;103;Elaboración y conservación de frutas, legumbres y hortalizas;Fabricação de conservas de frutas, legumes e outros vegetais;5.1648;3765391082.1312
2022;Estados Unidos;2710;Fabricação de motores elétricos, geradores, transformadores e aparelhos de distribuição e controle de energia elétrica;696897144;27;2700;Fabricação de máquinas e equipamentos elétricos;2710;27;C;27;FABRICACIÓN DE EQUIPO ELÉCTRICO;FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS;5.1648;3599334369.3311996
2022;Estados Unidos;1920;Fabricação de produtos petrolíferos refinados;663661072;192;1991;Refino de petróleo e coquerias;1921;192;C;192;Fabricación de productos de la refinación del petróleo;Fabricação de produtos derivados do petróleo;5.1648;3427676704.6656
2022;Estados Unidos;1621;Fabricação de folheados e painéis derivados de madeira;650170247;16;1500;Fabricação de calçados e de artefatos de couro;1510;15;C;16;"PRODUCCIÓN DE MADERA Y FABRICACIÓN DE PRODUCTOS DE MADERA Y CORCHO, EXCEPTO MUEBLES; FABRICACIÓN DE ARTÍCULOS DE PAJA Y DE MATERIALES TRENZABLES";PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;5.1648;3357999291.7056
2022;Estados Unidos;2029;Fabricação de outros produtos químicos n.c;532662330;202;2092;Fabricação de defensivos, desinfestantes, tintas e químicos diversos;2051;205;C;202;Fabricación de otros productos químicos;Fabricação de defensivos agrícolas e desinfestantes domissanitários;5.1648;2751094401.9839997
2022;Estados Unidos;1622;Fabricação de carpintaria e marcenaria de construtores;484916835;16;1500;Fabricação de calçados e de artefatos de couro;1510;15;C;16;"PRODUCCIÓN DE MADERA Y FABRICACIÓN DE PRODUCTOS DE MADERA Y CORCHO, EXCEPTO MUEBLES; FABRICACIÓN DE ARTÍCULOS DE PAJA Y DE MATERIALES TRENZABLES";PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;5.1648;2504498469.408
2022;Estados Unidos;2211;"Fabricação de pneus e tubos; recauchutagem e reconstrução de pneus de borracha";478413800;22;1500;Fabricação de calçados e de artefatos de couro;1510;15;C;22;FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLÁSTICO;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;5.1648;2470911594.24
2022;Estados Unidos;0710;Extração de minério de ferro;456172618;071;0791;Extração de minério de ferro, inclusive beneficiamento e a aglomeração;0710;071;B;071;Extracción de minerales de hierro;Extração de minério de ferro;5.1648;2356040337.4463997
2022;Estados Unidos;3100;Fabricação de móveis;350144911;31;3180;Fabricação de móveis e de produtos de indústrias diversas;3101;31;C;31;FABRICACIÓN DE MUEBLES;FABRICAÇÃO DE MÓVEIS;5.1648;1808428436.3328
2022;Estados Unidos;1520;Fabricação de calçado;336011929;15;1500;Fabricação de calçados e de artefatos de couro;1510;15;C;15;FABRICACIÓN DE PRODUCTOS DE CUERO Y PRODUCTOS CONEXOS;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;5.1648;1735434410.8992
2022;Estados Unidos;2813;Fabricação de outras bombas, compressores, torneiras e válvulas;305476695;28;2800;Fabricação de máquinas e equipamentos mecânicos;2811;28;C;28;FABRICACIÓN DE MAQUINARIA Y EQUIPO N.C.P.;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;5.1648;1577726034.336
2022;Estados Unidos;1079;Fabricação de outros produtos alimentícios n.c;298989863;107;1092;Fabricação e refino de açúcar;1071;107;C;107;Elaboración de otros productos alimenticios;Fabricação e refino de açúcar;5.1648;1544222844.4224
2022;Estados Unidos;2599;Fabricação de outros produtos metálicos fabricados n.c;275215413;25;2500;Fabricação de produtos de metal, exceto máquinas e equipamentos;2511;25;C;25;FABRICACIÓN DE PRODUCTOS ELABORADOS DE METAL, EXCEPTO MAQUINARIA Y EQUIPO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;5.1648;1421432565.0623999
2022;Estados Unidos;1511;Curtimento e vestuário de couro;242856966;15;1500;Fabricação de calçados e de artefatos de couro;1510;15;C;15;FABRICACIÓN DE PRODUCTOS DE CUERO Y PRODUCTOS CONEXOS;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;5.1648;1254307657.9968
2022;Estados Unidos;2814;Fabricação de rolamentos, engrenagens, engrenagens e elementos de acionamento;236917696;28;2800;Fabricação de máquinas e equipamentos mecânicos;2811;28;C;28;FABRICACIÓN DE MAQUINARIA Y EQUIPO N.C.P.;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;5.1648;1223632516.3007998
2022;Estados Unidos;2520;Fabricação de armas e munições;229451835;25;2500;Fabricação de produtos de metal, exceto máquinas e equipamentos;2511;25;C;25;FABRICACIÓN DE PRODUCTOS ELABORADOS DE METAL, EXCEPTO MAQUINARIA Y EQUIPO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;5.1648;1185072837.408
2022;Estados Unidos;2013;Fabricação de plásticos e borracha sintética em formas primárias;219617475;201;1992;Fabricação de biocombustíveis;1931;193;C;201;Fabricación de sustancias químicas básicas, de abonos y compuestos de nitrógeno y de plásticos y caucho sintético en formas primarias;Fabricação de biocombustíveis;5.1648;1134280334.8799999
2022;Estados Unidos;2100;Fabricação de produtos farmacêuticos, produtos químicos medicinais e botânicos;189658637;21;2100;Fabricação de produtos farmoquímicos e farmacêuticos;2110;21;C;21;FABRICACIÓN DE PRODUCTOS FARMACÉUTICOS, SUSTANCIAS QUÍMICAS MEDICINALES Y PRODUCTOS BOTÁNICOS DE USO FARMACÉUTICO;FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS E FARMACÊUTICOS;5.1648;979548928.3776
2022;Estados Unidos;2821;Fabricação de maquinaria agrícola e florestal;183153083;28;2800;Fabricação de máquinas e equipamentos mecânicos;2811;28;C;28;FABRICACIÓN DE MAQUINARIA Y EQUIPO N.C.P.;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;5.1648;945949043.0783999
2022;Estados Unidos;1072;Fabricação de açúcar;178255833;107;1092;Fabricação e refino de açúcar;1071;107;C;107;Elaboración de otros productos alimenticios;Fabricação e refino de açúcar;5.1648;920655726.2784
2022;Estados Unidos;2220;Fabricação de produtos plásticos;162486828;22;1500;Fabricação de calçados e de artefatos de couro;1510;15;C;22;FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLÁSTICO;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;5.1648;839211969.2543999
2022;Estados Unidos;1200;Fabricação de produtos de tabaco;148236515;12;1200;Fabricação de produtos do fumo;1210;12;C;12;ELABORACIÓN DE PRODUCTOS DE TABACO;FABRICAÇÃO DE PRODUTOS DO FUMO;5.1648;765611952.6719999
2022;Estados Unidos;1020;Processamento e conservação de peixes, crustáceos e moluscos;139695559;102;1091;Abate e produtos de carne, inclusive os produtos do laticínio e da pesca;1020;102;C;102;Elaboración y conservación de pescado, crustáceos y moluscos;Preservação do pescado e fabricação de produtos do pescado;5.1648;721499623.1231999
2022;Estados Unidos;1040;Fabricação de óleos e gorduras vegetais e animais;137543814;104;1093;Outros produtos alimentares;1041;104;C;104;Elaboración de aceites y grasas de origen vegetal y animal;Fabricação de óleos e gorduras vegetais e animais;5.1648;710386290.5472
2022;Estados Unidos;2392;Fabricação de materiais de construção de argila;131706006;23;2300;Fabricação de produtos de minerais não metálicos;2311;23;C;23;FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS;5.1648;680235179.7888
2022;Estados Unidos;2819;Fabricação de outras máquinas para uso geral;126476477;28;2800;Fabricação de máquinas e equipamentos mecânicos;2811;28;C;28;FABRICACIÓN DE MAQUINARIA Y EQUIPO N.C.P.;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;5.1648;653225708.4095999
2022;Estados Unidos;3211;Fabricação de joalharia e artigos afins;122519341;32;3180;Fabricação de móveis e de produtos de indústrias diversas;3211;32;C;32;OTRAS INDUSTRIAS MANUFACTURERAS;FABRICAÇÃO DE PRODUTOS DIVERSOS;5.1648;632787892.3967999
2022;Estados Unidos;2593;Fabricação de cutelaria, ferramentas manuais e ferragens em geral;119496607;25;2500;Fabricação de produtos de metal, exceto máquinas e equipamentos;2511;25;C;25;FABRICACIÓN DE PRODUCTOS ELABORADOS DE METAL, EXCEPTO MAQUINARIA Y EQUIPO;FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS;5.1648;617176075.8335999
2022;Estados Unidos;3250;Fabricação de instrumentos e suprimentos médicos e odontológicos;119371119;32;3180;Fabricação de móveis e de produtos de indústrias diversas;3211;32;C;32;OTRAS INDUSTRIAS MANUFACTURERAS;FABRICAÇÃO DE PRODUTOS DIVERSOS;5.1648;616527955.4111999
2022;Estados Unidos;1073;Fabricação de cacau, chocolate e produtos de confeitaria;114884642;107;1092;Fabricação e refino de açúcar;1071;107;C;107;Elaboración de otros productos alimenticios;Fabricação e refino de açúcar;5.1648;593356199.0015999
2022;Estados Unidos;2651;Fabricação de equipamentos de medição, teste, navegação e controle;111462918;26;2600;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos;2610;26;C;26;FABRICACIÓN DE PRODUCTOS DE INFORMÁTICA, DE ELECTRÓNICA Y DE ÓPTICA;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;5.1648;575683678.8864
2022;Estados Unidos;9000;Atividades criativas, artes e entretenimento;105543165;90;9080;Atividades artísticas, criativas e de espetáculos;9001;90;R;90;ACTIVIDADES CREATIVAS, ARTÍSTICAS Y DE ENTRETENIMIENTO;ATIVIDADES ARTÍSTICAS, CRIATIVAS E DE ESPETÁCULOS;5.1648;545109338.592
2022;Estados Unidos;0149;Criação de outros animais;104823569;014;0192;Pecuária, inclusive o apoio à pecuária;0151;015;A;014;Ganadería;Pecuária;5.1648;541392769.1711999
2022;Estados Unidos;2822;Fabricação de máquinas e máquinas-ferramentas para moldagem de metais;83628791;28;2800;Fabricação de máquinas e equipamentos mecânicos;2811;28;C;28;FABRICACIÓN DE MAQUINARIA Y EQUIPO N.C.P.;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;5.1648;431925979.7568
2022;Estados Unidos;3290;Outras manufaturas n.c.;76110037;32;3180;Fabricação de móveis e de produtos de indústrias diversas;3211;32;C;32;OTRAS INDUSTRIAS MANUFACTURERAS;FABRICAÇÃO DE PRODUTOS DIVERSOS;5.1648;393093119.0976
2022;Estados Unidos;2630;Fabricação de equipamentos de comunicação;72401999;26;2600;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos;2610;26;C;26;FABRICACIÓN DE PRODUCTOS DE INFORMÁTICA, DE ELECTRÓNICA Y DE ÓPTICA;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;5.1648;373941844.4352
2022;Estados Unidos;2790;Fabricação de outro equipamento elétrico;70427733;27;2700;Fabricação de máquinas e equipamentos elétricos;2710;27;C;27;FABRICACIÓN DE EQUIPO ELÉCTRICO;FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS;5.1648;363745155.39839995
2022;Estados Unidos;2399;Fabricação de outros produtos minerais não metálicos n.c;69572830;23;2300;Fabricação de produtos de minerais não metálicos;2311;23;C;23;FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS;5.1648;359329752.38399994
2022;Estados Unidos;1061;Fabricação de produtos de moagem de grãos;64092086;106;1093;Outros produtos alimentares;1061;106;C;106;Elaboración de productos de molinería, almidones y productos derivados del almidón;Moagem, fabricação de produtos amiláceos e de alimentos para animais;5.1648;331022805.77279997
2022;Estados Unidos;2620;Fabricação de computadores e equipamentos periféricos;61901541;26;2600;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos;2610;26;C;26;FABRICACIÓN DE PRODUCTOS DE INFORMÁTICA, DE ELECTRÓNICA Y DE ÓPTICA;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;5.1648;319709078.9568
2022;Estados Unidos;0311;Pesca marinha;61864270;03;0280;"Produção florestal; pesca e aquicultura";0311;03;A;03;PESCA Y ACUICULTURA;PESCA E AQÜICULTURA;5.1648;319516581.696
2022;Estados Unidos;1629;"Fabricação de outros produtos de madeira; fabricação de artigos de cortiça, de espartaria e cestaria";57628528;16;1500;Fabricação de calçados e de artefatos de couro;1510;15;C;16;"PRODUCCIÓN DE MADERA Y FABRICACIÓN DE PRODUCTOS DE MADERA Y CORCHO, EXCEPTO MUEBLES; FABRICACIÓN DE ARTÍCULOS DE PAJA Y DE MATERIALES TRENZABLES";PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;5.1648;297639821.4144
2022;Estados Unidos;2829;Fabricação de outras máquinas para fins especiais;54442922;28;2800;Fabricação de máquinas e equipamentos mecânicos;2811;28;C;28;FABRICACIÓN DE MAQUINARIA Y EQUIPO N.C.P.;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;5.1648;281186803.5456
2022;Estados Unidos;2825;Fabricação de máquinas para processamento de alimentos, bebidas e tabaco;52777040;28;2800;Fabricação de máquinas e equipamentos mecânicos;2811;28;C;28;FABRICACIÓN DE MAQUINARIA Y EQUIPO N.C.P.;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;5.1648;272582856.192
2022;Estados Unidos;2219;Fabricação de outros produtos de borracha;52775916;22;1500;Fabricação de calçados e de artefatos de couro;1510;15;C;22;FABRICACIÓN DE PRODUCTOS DE CAUCHO Y PLÁSTICO;PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;5.1648;272577050.9568
2022;Estados Unidos;2391;Fabricação de produtos refratários;46800701;23;2300;Fabricação de produtos de minerais não metálicos;2311;23;C;23;FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS;5.1648;241716260.52479997
2022;Estados Unidos;2910;Fabricação de veículos automotores;44614249;291;2991;Fabricação de automóveis, caminhões e ônibus, exceto peças;2910;291;C;291;Fabricación de vehículos automotores;Fabricação de automóveis, camionetas e utilitários;5.1648;230423673.2352
2022;Estados Unidos;0113;Cultivo de hortaliças e melões, raízes e tubérculos;44188438;011;0191;Agricultura, inclusive o apoio à agricultura e a pós-colheita;0111;011;A;011;Cultivo de plantas no perenes;Produção de lavouras temporárias;5.1648;228224444.5824
2022;Estados Unidos;2732;Fabricação de outros fios e cabos elétricos e eletrônicos;43055864;27;2700;Fabricação de máquinas e equipamentos elétricos;2710;27;C;27;FABRICACIÓN DE EQUIPO ELÉCTRICO;FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS;5.1648;222374926.3872
2022;Estados Unidos;2610;Fabricação de componentes eletrônicos e placas;42085583;26;2600;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos;2610;26;C;26;FABRICACIÓN DE PRODUCTOS DE INFORMÁTICA, DE ELECTRÓNICA Y DE ÓPTICA;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;5.1648;217363619.0784
2022;Estados Unidos;1071;Fabricação de produtos de panificação;40348984;107;1092;Fabricação e refino de açúcar;1071;107;C;107;Elaboración de otros productos alimenticios;Fabricação e refino de açúcar;5.1648;208394432.5632
2022;Estados Unidos;2023;Fabricação de sabão e detergentes, produtos de limpeza e polimento, perfumes e produtos de toilette;37241169;202;2092;Fabricação de defensivos, desinfestantes, tintas e químicos diversos;2051;205;C;202;Fabricación de otros productos químicos;Fabricação de defensivos agrícolas e desinfestantes domissanitários;5.1648;192343189.6512
2022;Estados Unidos;0899;Outras atividades de mineração n.c;36360854;08;0580;Extração de carvão mineral e de minerais não metálicos;0810;08;B;08;EXPLOTACIÓN DE OTRAS MINAS Y CANTERAS;EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS;5.1648;187796538.7392
2022;Estados Unidos;2823;Fabricação de máquinas para metalurgia;35299212;28;2800;Fabricação de máquinas e equipamentos mecânicos;2811;28;C;28;FABRICACIÓN DE MAQUINARIA Y EQUIPO N.C.P.;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;5.1648;182313370.13759997
2022;Estados Unidos;3091;Fabricação de motocicletas;34212473;30;3000;Fabricação de outros equipamentos de transporte, exceto veículos automotores;3011;30;C;30;FABRICACIÓN DE OTRO  EQUIPO DE TRANSPORTE;FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES;5.1648;176700580.5504
2022;Estados Unidos;2640;Fabricação de produtos eletrônicos de consumo;34121543;26;2600;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos;2610;26;C;26;FABRICACIÓN DE PRODUCTOS DE INFORMÁTICA, DE ELECTRÓNICA Y DE ÓPTICA;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;5.1648;176230945.2864
2022;Estados Unidos;0125;Cultivo de outras frutas e nozes;33630523;012;0191;Agricultura, inclusive o apoio à agricultura e a pós-colheita;0111;011;A;012;Cultivo de plantas perennes;Produção de lavouras temporárias;5.1648;173694925.19039997
2022;Estados Unidos;1050;Fabricação de produtos lácteos;32811629;105;1091;Abate e produtos de carne, inclusive os produtos do laticínio e da pesca;1051;105;C;105;Elaboración de productos lácteos;Laticínios;5.1648;169465501.4592
2022;Estados Unidos;2431;Fundição de ferro e aço;32508585;243;2492;Metalurgia de metais não ferosos e a fundição de metais;2451;245;C;243;Fundición de metales;Fundição;5.1648;167900339.808
2022;Estados Unidos;3012;Construção de barcos de recreio e desportivos;32094812;30;3000;Fabricação de outros equipamentos de transporte, exceto veículos automotores;3011;30;C;30;FABRICACIÓN DE OTRO  EQUIPO DE TRANSPORTE;FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES;5.1648;165763285.0176
2022;Estados Unidos;1702;Fabricação de papel e cartão canelados e de embalagens de papel e cartão;32089269;17;1700;Fabricação de celulose, papel e produtos de papel;1710;17;C;17;FABRICACIÓN DE PAPEL Y DE PRODUCTOS DE PAPEL;FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL;5.1648;165734656.5312
2022;Estados Unidos;1410;Fabricação de vestuário, exceto vestuários de peles;31784686;14;1400;Confecção de artefatos do vestuário e acessórios;1411;14;C;14;FABRICACIÓN DE PRENDAS DE VESTIR;CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;5.1648;164161546.2528
2022;Estados Unidos;2310;Fabricação de produtos de vidro e vidro;31777678;23;2300;Fabricação de produtos de minerais não metálicos;2311;23;C;23;FABRICACIÓN DE OTROS PRODUCTOS MINERALES NO METÁLICOS;FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS;5.1648;164125351.3344
2022;Estados Unidos;2811;Fabricação de motores e turbinas, exceto aeronaves, veículos e motores de ciclo;30495682;28;2800;Fabricação de máquinas e equipamentos mecânicos;2811;28;C;28;FABRICACIÓN DE MAQUINARIA Y EQUIPO N.C.P.;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;5.1648;157504098.3936
2022;Estados Unidos;1062;Fabricação de amidos e féculas;30280351;106;1093;Outros produtos alimentares;1061;106;C;106;Elaboración de productos de molinería, almidones y productos derivados del almidón;Moagem, fabricação de produtos amiláceos e de alimentos para animais;5.1648;156391956.8448
2022;Estados Unidos;0128;Cultivo de especiarias, culturas aromáticas, medicamentosas e farmacêuticas;29533337;012;0191;Agricultura, inclusive o apoio à agricultura e a pós-colheita;0111;011;A;012;Cultivo de plantas perennes;Produção de lavouras temporárias;5.1648;152533778.9376
2022;Estados Unidos;2817;Fabricação de máquinas e equipamentos de escritório (exceto computadores e equipamentos periféricos);28482093;28;2800;Fabricação de máquinas e equipamentos mecânicos;2811;28;C;28;FABRICACIÓN DE MAQUINARIA Y EQUIPO N.C.P.;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;5.1648;147104313.92639998
2022;Estados Unidos;0121;Cultivo de uvas;26806887;012;0191;Agricultura, inclusive o apoio à agricultura e a pós-colheita;0111;011;A;012;Cultivo de plantas perennes;Produção de lavouras temporárias;5.1648;138452209.97759998
2022;Estados Unidos;2660;Fabricação de equipamentos de irradiação, eletromédicos e eletroterapêuticos;26529046;26;2600;Fabricação de equipamentos de informática, produtos eletrônicos e ópticos;2610;26;C;26;FABRICACIÓN DE PRODUCTOS DE INFORMÁTICA, DE ELECTRÓNICA Y DE ÓPTICA;FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS;5.1648;137017216.78079998
2022;Estados Unidos;0810;Extração de pedra, areia e argila;26411785;08;0580;Extração de carvão mineral e de minerais não metálicos;0810;08;B;08;EXPLOTACIÓN DE OTRAS MINAS Y CANTERAS;EXTRAÇÃO DE MINERAIS NÃO-METÁLICOS;5.1648;136411587.16799998
2022;Estados Unidos;0729;Extração de outros minérios de metais não ferrosos;24720979;072;0792;Extração de minerais metálicos não ferrosos, inclusive beneficiamentos;0721;072;B;072;Extracción de minerales metalíferos no ferrosos;Extração de minerais metálicos não-ferrosos;5.1648;127678912.33919999
2022;Estados Unidos;2812;Fabricação de equipamentos para energia hidráulica;24155728;28;2800;Fabricação de máquinas e equipamentos mecânicos;2811;28;C;28;FABRICACIÓN DE MAQUINARIA Y EQUIPO N.C.P.;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;5.1648;124759503.97439998
2022;Estados Unidos;1623;Fabricação de embalagens de madeira;23397808;16;1500;Fabricação de calçados e de artefatos de couro;1510;15;C;16;"PRODUCCIÓN DE MADERA Y FABRICACIÓN DE PRODUCTOS DE MADERA Y CORCHO, EXCEPTO MUEBLES; FABRICACIÓN DE ARTÍCULOS DE PAJA Y DE MATERIALES TRENZABLES";PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS;5.1648;120844998.7584
2022;Estados Unidos;3020;Fabricação de locomotivas e material circulante;23070407;30;3000;Fabricação de outros equipamentos de transporte, exceto veículos automotores;3011;30;C;30;FABRICACIÓN DE OTRO  EQUIPO DE TRANSPORTE;FABRICAÇÃO DE OUTROS EQUIPAMENTOS DE TRANSPORTE, EXCETO VEÍCULOS AUTOMOTORES;5.1648;119154038.0736
2022;Estados Unidos;2816;Fabricação de equipamentos de elevação e manuseio;21739706;28;2800;Fabricação de máquinas e equipamentos mecânicos;2811;28;C;28;FABRICACIÓN DE MAQUINARIA Y EQUIPO N.C.P.;FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS;5.1648;112281233.54879999
